"state_abbreviation","state","district","state_district","district_id","i","candidate_name","party","primary_votes","primary_percent","general_votes","general_percent","TotalPop","discuss","discussOppose","reducetax","reducetaxOppose","CO2limits","CO2limitsOppose","localofficials","localofficialsOppose","governor","governorOppose","congress","congressOppose","president","presidentOppose","corporations","corporationsOppose","citizens","citizensOppose","regulate","regulateOppose","supportRPS","supportRPSOppose","drilloffshore","drilloffshoreOppose","drillANWR","drillANWROppose","fundrenewables","fundrenewablesOppose","rebates","rebatesOppose","mediaweekly","mediaweeklyOppose","gwvoteimp","gwvoteimpOppose","teachGW","teachGWOppose","priority","priorityOppose","happening","happeningOppose","human","humanOppose","consensus","consensusOppose","worried","worriedOppose","personal","personalOppose","harmUS","harmUSOppose","devharm","devharmOppose","futuregen","futuregenOppose","harmplants","harmplantsOppose","timing","timingOppose","affectweather","affectweatherOppose","lcv_score"
"NJ","New Jersey","04","New Jersey_04","NJ 04","(I)","Smith, Christopher H.","R","25930",1,"163065",0.553987117289739,559970,34.054,65.91,69.776,29.487,70.858,28.462,49.29,15.859,51.208,16.024,58.886,17.567,58.127,11.075,70.876,10.007,63.48,10.233,76.189,22.724,64.749,33.946,51.928,48.114,33.048,67.046,86.183,13.247,83.405,15.595,24.605,74.901,56.397,33.877,76.125,23.372,48.091,21.654,69.473,13.401,55.332,34.942,56.125,27.507,62.073,37.921,40.625,51.021,60.199,31.435,66.344,23.191,71.628,18.445,71.908,19.776,53.794,46.206,65.444,5.836,72
"NJ","New Jersey","05","New Jersey_05","NJ 05","(I)","Gottheimer, Josh","D","27486",1,"169546",0.56173982764733,575268,35.485,64.595,71.564,27.679,73.666,25.84,56.159,14.573,55.719,13.953,65.212,16.055,63.439,9.611,74.972,7.816,68.17,8.867,78.38,20.453,67.814,30.62,52.976,47.708,30.248,69.936,87.034,12.401,84.842,14.192,25.856,73.61,58.823,31.698,79.373,20.305,53.659,18.688,75.477,8.503,61.334,31.84,62.764,22.927,68.345,31.694,40.625,50.789,64.185,28.047,70.35,19.35,74.62,16.293,74.915,17.422,55.127,44.873,69.942,5.089,97
"NJ","New Jersey","06","New Jersey_06","NJ 06","(I)","Pallone, Frank, Jr.","D","23621",0.862363550071191,"140752",0.636325414227266,575733,37.834,62.054,75.303,23.753,73.585,26.082,57.189,13.556,56.996,14.78,64.026,14.921,63.285,8.958,71.766,9.097,65.989,9.472,78.917,19.946,67.737,31.2,47.973,51.734,30.63,68.131,86.978,12.272,84.212,14.835,24.344,75.077,60.684,29.134,81.489,18.028,55.842,16.079,77.388,8.977,60.996,30.349,62.165,21.284,69.153,30.522,47.737,42.063,66.089,24.621,70.42,18.935,75.067,14.701,76.24,13.137,57.019,42.981,71.21,4.397,100
"NJ","New Jersey","07","New Jersey_07","NJ 07",NA,"Malinowski, Tom","D","26172",0.667959777448829,"166985",0.517394699171474,570410,36.032,63.983,71.126,28.098,72.323,26.872,53.108,15.011,53.631,14.505,60.78,16.775,60.155,10.089,71.02,8.742,64.492,9.76,76.584,22.366,67.879,30.25,52.401,47.168,31.374,68.841,86.613,12.676,82.852,16.613,25.345,74.074,56.468,33.378,80.12,19.734,47.448,20.561,72.402,12.76,57.862,34.029,58.801,24.993,65.542,34.485,39.758,52.548,61.906,30.534,67.681,21.328,73.406,17.521,74.173,18.106,54.181,45.819,67.21,5.221,97
"NJ","New Jersey","08","New Jersey_08","NJ 08","(I)","Sires, Albio","D","31583",1,"119881",0.781212733374605,594893,44.04,55.902,81.743,17.298,83.858,15.735,66.627,9.48,67.548,8.506,75.476,8.677,74.279,5.271,80.049,6.397,75.53,6.289,84.424,13.797,72.829,25.814,35.954,63.384,20.744,78.164,89.221,9.523,85.987,12.636,29.257,70.53,72.423,18.947,87.505,12.119,68.35,9.003,84.84,5.127,73.876,20.022,73.069,13.102,80.535,19.447,57.932,34.817,76.036,16.511,79.696,11.762,82.818,8.425,84.224,7.923,70.266,29.734,79.392,2.914,93
"NJ","New Jersey","09","New Jersey_09","NJ 09","(I)","Pascrell, Bill Jr.,","D","23365",0.856613873001906,"140832",0.702698387354303,582569,39.004,60.868,78.339,20.762,78.345,21.06,59.047,12.046,60.128,11.781,67.997,12.389,67.247,7.438,75.804,8.459,70.391,8.036,80.802,17.692,70.406,28.217,44.222,54.896,27.158,71.769,87.925,10.906,85.11,13.445,24.648,74.783,63.336,26.246,84.234,15.421,60.929,13.257,79.277,6.595,66.749,25.619,62.797,19.286,74.231,25.704,52.079,36.89,70.28,19.886,74.457,13.912,77.614,11.114,78.913,10.747,63.395,36.605,74.507,3.659,100
"NJ","New Jersey","10","New Jersey_10","NJ 10","(I)","Payne, Donald M., Jr.","D","38206",0.917354975028813,"175253",0.875568922706448,575215,40.461,59.493,83.693,15.342,82.68,16.873,66.241,8.343,67.285,7.731,74.128,8.008,73.712,4.492,78.446,6.255,74.485,5.721,84.403,13.959,75.033,23.542,37.104,62.022,22.354,76.223,89.306,9.495,86.177,12.629,22.427,76.942,71.567,19.735,88.86,10.728,68.821,7.619,81.244,3.895,68.528,24.237,66.34,13.252,78.56,21.429,58.086,28.116,74.529,13.452,77.794,8.902,80.7,6.906,82.619,6.874,71.415,28.585,77.413,2.519,90
"NJ","New Jersey","11","New Jersey_11","NJ 11",NA,"Sherrill, Mikie","D","35338",0.774463608669925,"183684",0.567672309888928,580463,36.603,63.343,70.822,28.408,74.061,25.324,52.651,15.215,53.832,14.975,65.444,16.538,62.449,9.524,73.895,8.81,67.23,9.593,78.011,20.966,67.028,31.826,50.812,50.003,31.211,69.078,87.481,11.957,84.33,14.847,26.031,73.342,57.611,33.005,79.916,19.896,48.133,19.273,75.619,9.64,60.419,31.769,60.03,26.222,67.82,32.162,42.016,51.316,64.488,28.561,69.941,20.338,75.422,16.141,76.208,16.257,57.513,42.487,69.87,5.525,93
"NJ","New Jersey","12","New Jersey_12","NJ 12","(I)","Watson Coleman, Bonnie","D","35430",1,"173334",0.686811292719168,582546,39.648,60.171,77.02,22.076,77.381,22.101,59.842,12.611,60.268,12.657,67.847,13.217,66.747,7.309,76.953,7.757,70.703,7.944,81.011,17.311,69.986,28.461,44.867,55.7,27.636,72.121,88.352,10.714,85.539,13.169,24.441,74.765,63.896,27.215,81.729,17.624,59.917,14.394,80.13,6.852,66.339,26.687,63.621,19.956,71.739,28.28,47.021,43.165,68.015,22.647,72.85,15.578,77.711,11.889,78.564,11.91,59.7,40.3,73.527,3.958,100
"NM","New Mexico","01","New Mexico_01","NM 01",NA,"Haaland, Debra A.","D","25444",0.405889578381483,"147336",0.591326125171575,543652,42.094,57.535,67.271,31.072,71.951,27.875,57.368,14.501,55.763,14.689,61.691,17.386,60.503,10.538,71.345,9.273,65.739,10.455,75.715,23.432,64.458,35.445,47.148,51.67,32.385,67.13,87.031,11.792,83.561,15.7,28.51,70.826,58.503,31.139,80.1,19.847,56.194,21.73,74.999,10.57,60.77,29.03,62.563,23.59,69.022,31.101,48.607,44.359,65.827,26.679,70.468,19.748,73.837,17.067,74.827,16.556,60.351,39.649,67.861,5.649,97
"NM","New Mexico","02","New Mexico_02","NM 02",NA,"Small, Xochitl Torres","D","25395",0.72615235045179,"101489",0.509339743847111,525528,36.408,63.23,64.033,34.53,65.084,34.568,51.171,16.996,49.682,18.493,55.774,21.122,56.009,12.25,66.527,10.975,61.569,11.482,69.883,29.495,60.91,38.366,54.197,44.345,35.44,63.08,84.163,15.02,79.695,19.533,24.542,74.478,53.393,35.494,75.736,24.282,48.59,26.191,68.086,13.152,54.919,32.38,49.236,28.04,61.749,38.261,43.526,47.847,59.352,30.347,63.101,24.149,66.286,22.896,67.794,22.663,54.103,45.897,61.168,6.038,97
"NM","New Mexico","03","New Mexico_03","NM 03","(I)","Lujan, Ben R.","D","63909",1,"155201",0.633750250109231,529087,37.378,62.313,62.863,35.596,67.719,32.251,54.657,15.156,52.502,16.502,59.768,19.912,59.011,12.983,69.612,10.882,62.44,10.815,73.754,25.172,65.111,34.035,47.936,50.165,30.757,68.875,85.588,13.067,82.816,16.237,24.241,74.416,58.262,32.07,74.511,25.347,52.492,22.541,71.103,10.654,57.33,30.041,55.852,24.295,65.036,35.111,44.888,42.804,62.03,26.752,66.614,19.022,69.066,16.904,71.465,16.99,58.879,41.121,63.218,5.039,97
"NY","New York","01","New York_01","NY 01","(I)","Zeldin, Lee M.","R","Unopposed",1,"121562",0.514813758780684,567179,34.132,65.629,69.251,29.867,69.597,29.1,54.236,16.142,52.876,16.169,61.372,17.234,60.467,10.559,71.033,9.861,64.05,11.063,75.648,23.257,64.663,34.378,57.103,43.15,34.673,64.732,86.316,13.119,83.554,15.651,24.205,75.2,53.9,35.142,79.378,20.393,50.59,21.201,73.643,11.526,57.695,34.067,58.429,26.058,65.139,34.828,40.911,50.783,60.75,32.144,64.251,24.756,72.058,18.363,72.449,19.018,54.939,45.061,67.73,6.159,28
"NY","New York","02","New York_02","NY 02","(I)","King, Peter T.  #","IDP",NA,1,"2535",0.530965893780289,557350,35.366,64.283,71.847,27.296,70.56,27.603,54.568,15.133,54.551,15.058,63.114,15.848,62.45,9.586,73.315,9.109,66.106,9.844,77.01,21.554,64.103,34.671,55.597,44.039,32.287,67.086,86.192,13.046,83.537,15.323,23.524,75.647,57.37,32.416,80.32,19.377,54.073,18.505,74.483,10.305,59.836,31.978,54.359,25.295,67.406,32.529,43.127,46.13,63.344,27.731,65.724,21.527,73.342,15.381,73.887,16.026,57.817,42.183,68.509,5.335,41
"NY","New York","03","New York_03","NY 03","(I)","Suozzi, Thomas R.","D","Unopposed",1,"149937",0.589585938845661,571489,40.17,59.616,73.846,25.555,74.827,24.243,54.213,13.973,53.599,14.148,63.561,15.382,63.246,8.847,74.8,8.138,68.798,8.188,79.043,19.756,69.32,29.231,53.718,46.165,27.943,71.078,87.888,11.417,84.654,14.501,27.763,71.717,60.744,30.009,80.106,19.558,51.428,19.438,75.06,9.699,62.101,30.156,62.851,23.77,68.393,31.632,43.933,47.928,65.061,27.133,68.671,19.373,74.178,14.878,75.329,15.256,60.028,39.972,70.649,4.618,97
"NY","New York","04","New York_04","NY 04","(I)","Rice, Kathleen M.","D","Unopposed",1,"156728",0.61311038177444,564390,39.371,60.164,75.267,23.963,74.648,23.952,54.485,12.839,54.315,13.168,61.937,13.825,62.752,7.674,74.382,7.478,67.258,8.35,79.097,19.744,65.916,33.551,53.195,45.91,29.019,69.575,87.371,11.812,84.708,14.318,26.416,72.963,62.697,28.114,82.741,17.015,53.964,19.083,75.474,9.622,58.112,32.433,58.438,22.608,67.049,33.029,45.131,45.275,63.826,27.775,67.92,20.134,74.294,14.859,74.353,15.93,57.425,42.575,68.983,4.583,93
"NY","New York","05","New York_05","NY 05","(I)","Meeks, Gregory W.","D","11060",0.816356657809271,"160500",0.993986536282057,601112,42.07,57.64,85.311,13.854,83.431,15.58,65.534,8.525,65.787,8.174,73.213,7.483,72.895,4.209,77.422,6.29,74.534,5.411,84.262,14.045,75.758,22.506,44.512,54.729,20.136,77.615,89.087,9.773,86.037,12.822,21.589,77.239,70.392,20.227,89.116,10.43,69.383,7.899,83.369,3.535,68.535,24.245,65.549,13.349,78.797,21.199,61.351,25.877,75.5,13.04,75.835,9.253,79.699,7.12,81.494,7.333,72.601,27.399,78.253,2.317,93
"NY","New York","06","New York_06","NY 06","(I)","Meng, Grace","D","Unopposed",1,"104293",0.904594842044709,593050,45.356,54.258,80.842,18.452,79.976,18.861,60.834,11.141,59.78,11.075,70.23,11.246,69.614,6.866,77.128,7.799,74.396,7.012,82.271,16.378,75.073,23.059,45.398,54.6,21.911,76.415,88.912,10.142,85.784,13.12,27.244,72.181,68.425,22.6,85.977,13.77,63.47,12.657,81.702,6.12,70.248,23.164,69.491,16.53,79.524,20.492,55.04,36.341,73.198,18.756,74.834,14.361,79.484,10.287,80.342,11.204,67.459,32.541,76.725,3.222,100
"NY","New York","07","New York_07","NY 07","(I)","Velazquez, Nydia M.","D","Unopposed",1,"134125",0.932518340516967,564372,45.808,53.932,82.822,16.26,83.584,15.722,65.534,9.451,64.74,8.947,73.469,8.439,73.726,5.343,77.874,6.588,73.723,6.243,84.187,14.08,74.096,24.255,41.155,57.193,19.536,78.929,89.333,9.412,85.133,13.761,28.246,71.258,71.972,18.995,87.265,12.147,69.236,10.191,82.372,5.476,71.747,21.406,72.014,12.839,79.864,20.204,57.089,34.784,75.936,15.726,78.345,11.033,81.832,8.44,83.276,8.252,70.699,29.301,78.636,2.743,100
"NY","New York","08","New York_08","NY 08","(I)","Jeffries, Hakeem S.","D","Unopposed",1,"170850",0.941581796447196,604408,43.331,56.217,83.683,15.327,82.944,16.356,67.68,8.03,67.727,7.596,73.928,7.453,74.38,4.3,78.054,6.198,74.015,6.013,84.969,13.124,74.376,23.644,39.909,58.165,19.562,78.874,89.268,9.339,86.259,12.149,25.023,74.514,71.811,18.719,89.114,10.403,69.782,8.86,82.453,3.751,68.777,23.107,72.13,11.115,79.123,20.604,59.693,27.374,75.983,13.119,77.637,9.057,81.232,6.592,82.907,6.276,70.842,29.158,79.732,2.465,97
"NY","New York","09","New York_09","NY 09","(I)","Clarke, Yvette D.","D","16202",0.530308981408746,"167269",0.892008278316611,570484,43.58,56.278,83.302,15.75,82.987,15.995,68.426,8.167,68.257,7.463,75.59,7.454,75.37,4.261,80.254,5.517,76.716,5.625,84.457,13.943,75.221,22.85,40.225,58.361,18.751,79.41,89.872,8.861,86.652,11.888,26.736,72.623,72.434,18.842,88.703,10.805,70.219,8.066,84.706,3.68,70.681,21.892,69.784,11.952,79.904,20.13,56.413,30.832,74.682,13.861,76.996,9.646,80.795,7.08,82.315,6.85,71.866,28.134,79.347,2.608,100
"NY","New York","10","New York_10","NY 10","(I)","Nadler, Jerrold L.","D","Unopposed",1,"162131",0.820518776249301,587780,50.276,49.508,79.86,19.273,84.24,15.297,63.919,9.975,64.523,9.078,74.214,10.373,72.735,6.293,79.884,6.999,74.448,6.935,84.198,14.831,75.645,23.413,34.524,66.082,18.843,80.364,90.489,8.691,87.001,12.008,35.891,64.005,69.864,20.729,86.75,12.893,69.668,11.694,83.699,5.611,73.267,19.811,75.768,13.419,81.138,18.975,53.555,39.566,74.48,18.642,79.376,11.667,82.655,9.116,83.587,8.491,71.447,28.553,81.179,3.179,100
"NY","New York","11","New York_11","NY 11",NA,"Rose, Max N.","D","11539",0.633176031606673,"96850",0.529850707435488,570292,42.108,57.65,76.29,23.116,75.972,23.148,55.087,12.406,55.063,12.251,63.791,13.559,65.755,8.003,71.883,8.471,68.153,8.161,79.187,19.089,67.363,30.185,45.913,51.989,22.887,73.985,86.957,12.273,82.394,15.942,31.389,68.374,63.378,25.862,81.318,18.32,59.346,16.563,76.459,8.671,61.968,27.57,65.584,18.833,72.101,27.949,48.282,42.213,67.793,23.877,70.602,17.938,75.474,14.26,76.57,14.282,61.844,38.156,71.762,4.217,93
"NY","New York","12","New York_12","NY 12","(I)","Maloney, Carolyn B.","D","26742",0.596387154326494,"205858",0.863238803066576,634209,52.64,46.953,80.08,19.071,85.591,14.036,66.709,9.605,66.386,8.986,75.598,9.837,73.806,6.252,82.151,5.967,77.334,6.33,85.84,12.9,78.328,19.965,37.374,62.577,18.124,80.765,91.792,7.195,88.351,10.506,38.835,61.263,73.121,19.168,86.326,12.631,69.05,11.199,85.81,5.811,74.947,19.378,79.212,13.475,80.634,19.516,51.697,43.697,75.605,18.567,80.847,12.118,84.35,9.101,84.969,9.225,70.444,29.556,83.453,3.085,100
"NY","New York","13","New York_13","NY 13","(I)","Espaillat, Adriano","D","Unopposed",1,"171341",0.944133873133076,618391,46.741,52.926,83.525,15.386,84.36,14.962,70.929,8.167,71.159,7.038,78.823,6.75,78.639,4.164,82.263,5.788,78.388,5.929,84.896,13.377,76.675,21.053,35.833,63.302,17.951,80.887,89.794,8.696,87.193,11.144,28.425,71.071,75.95,16.314,89.388,10.133,75.792,7.355,85.266,3.976,75.675,18.768,74.136,10.724,83.78,16.225,61.872,27.602,78.213,12.565,79.911,9.505,83.579,6.435,85.163,6.16,74.087,25.913,81.006,2.536,100
"NY","New York","14","New York_14","NY 14",NA,"Ocasio-Cortez, Alexandria","D","16898",0.567465914433474,"110318",0.781266819636838,561814,43.983,55.767,82.656,16.436,81.647,16.865,65.25,9.578,64.945,8.748,72.674,8.746,73.131,5.311,78.088,6.494,73.814,6.374,83.735,14.287,74.795,23.101,41.577,57.117,20.956,76.881,89.108,9.564,85.754,12.601,27.294,72.182,71.455,19.584,87.506,12.031,69.408,9.772,83.796,4.704,69.704,22.514,68.651,13.608,79.393,20.632,57.728,33.009,75.972,15.493,78.026,10.838,81.752,8.164,83.326,7.701,69.196,30.804,78.115,2.777,97
"NY","New York","15","New York_15","NY 15","(I)","Serrano, Jose E.","D","Unopposed",1,"122007",0.959291257870845,547553,42.25,57.486,84.965,14.067,83.859,15.099,68.712,8.624,67.91,8.062,74.581,6.709,75.663,4.209,77.922,6.579,75.521,5.869,83.832,14.177,73.798,24.37,45.452,52.571,20.85,77.095,88.488,10.187,85.573,13.139,22.277,76.831,73.524,17.506,89.691,9.845,72.445,6.504,83.799,3.09,71.792,22.077,63.221,12.06,82.745,17.209,64.348,22.946,78.405,10.594,78.4,8.113,81.448,6.23,83.279,5.754,72.865,27.135,77.646,2.391,100
"NY","New York","16","New York_16","NY 16","(I)","Engel, Eliot L.","D","22160",0.736751113770862,"172815",0.992844521041035,578432,42.687,57.212,82.473,16.756,81.581,17.566,63.836,9.479,64.119,9.138,73.438,9.14,71.92,5.266,79.532,5.737,75.762,5.761,83.187,15.491,74.442,24.132,44.831,54.68,20.488,77.958,89.389,9.558,86.221,12.713,27.322,72.081,70.008,21.058,87.102,12.467,65.736,10.392,82.143,4.237,69.032,23.332,65.047,16.214,78.18,21.817,55.487,32.975,73.168,16.518,74.882,11.59,78.758,8.447,81.174,8.27,70.435,29.565,77.522,2.898,100
"NY","New York","17","New York_17","NY 17","(I)","Lowey, Nita M.","D","Unopposed",1,"159923",0.877874133955149,557482,40.434,59.385,76.318,22.942,75.587,23.1,57.71,12.871,56.761,13.798,65.383,14.296,65.988,8.289,73.143,9.454,68.934,8.57,79.765,19.258,68.937,30.43,53.589,46.254,26.165,72.69,87.804,11.584,84.623,14.735,28.199,71.145,62.433,27.623,82.62,16.653,56.898,17.61,74.286,9.629,61.412,29.619,62.945,20.809,69.67,30.386,47.069,42.226,66.403,24.064,69.627,17.546,75.486,13.266,76.171,13.792,61.75,38.25,72.368,4.268,93
"NY","New York","18","New York_18","NY 18","(I)","Maloney, Sean Patrick","D","Unopposed",1,"126368",0.554507529103262,553961,36.258,63.522,71.76,27.395,70.72,27.976,54.205,14.909,52.543,15.854,61.257,16.474,61.755,10.141,71.156,10.618,64.725,10.6,78.225,20.232,66.503,32.158,52.566,46.594,30.907,67.628,86.903,12.182,83.835,15.219,25.233,74.208,59.456,30.818,79.645,19.986,51.655,18.977,73.934,9.539,60.044,31.592,60.459,24.273,68.214,31.798,41.772,50.654,63.922,28.839,68.319,20.571,74.117,15.723,74.387,16.232,57.823,42.177,69.523,5.123,97
"NY","New York","19","New York_19","NY 19",NA,"Delgado, Antonio","D","8576",0.220985363842507,"135582",0.513472877153751,570116,34.134,65.407,68.587,30.506,67.108,31.163,53.236,15.535,52.806,15.752,58.979,18.101,59.677,11.054,70.692,9.882,62.783,11.2,76.681,22.041,65.819,32.835,57.317,41.688,31.149,68.237,86.526,12.536,83.227,15.712,24.49,75.058,55.245,33.72,76.875,22.712,48.809,22.566,69.955,12.465,57.276,32.001,55.916,24.571,64.65,35.426,39.283,50.716,60.789,29.367,64.366,23.009,70.63,18.463,71.814,18.683,54.307,45.693,64.998,5.696,97
"NY","New York","20","New York_20","NY 20","(I)","Tonko, Paul D.","D","Unopposed",1,"161330",0.664668024991166,581857,35.212,64.692,71.619,27.417,72.568,26.075,56.759,14.298,56.449,14.331,62.352,15.818,62.727,9.606,73.061,8.43,66.976,9.679,78.34,20.738,67.442,31.43,55.23,45.038,31.552,67.928,87.783,11.474,84.829,14.453,25.012,74.331,59.95,30.569,81.314,18.459,52.029,17.829,77.788,8.659,60.937,30.61,65.411,21.502,68.85,31.206,43.282,48.649,64.686,27.947,68.394,21.283,75.536,14.269,75.907,15.051,57.608,42.392,71.355,5.029,100
"NY","New York","21","New York_21","NY 21","(I)","Stefanik, Elise M.","R","Unopposed",1,"116433",0.560983903394866,561963,31.797,67.992,67.7,31.47,67.679,30.752,53.423,16.051,51.68,16.638,60.509,18.013,60.413,10.855,72.965,9.368,63.93,11.091,75.596,22.839,63.038,35.264,54.615,45.416,33.788,65.805,85.285,14.004,82.928,15.831,23.622,75.753,54.633,35.131,76.498,23.231,47.354,22.153,71.797,11.294,58.644,33.349,52.773,27.54,61.671,38.377,37.562,53.018,58.918,32.349,62.924,24.412,70.178,18.294,70.325,19.62,55.09,44.91,66.404,5.875,55
"NY","New York","22","New York_22","NY 22",NA,"Brindisi, Anthony J.","D","Unopposed",1,"116001",0.508395299587599,556042,32.061,67.764,68.168,30.989,64.416,34.716,49.424,17.512,49.151,19.786,55.618,20.257,57.874,12.297,68.296,11.656,61.064,11.76,76.035,22.825,63.498,35.912,61.115,39.128,33.871,65.853,85.682,13.894,82.568,16.692,23.138,76.262,53.325,35.798,77.592,22.221,43.936,25.361,65.177,14.202,51.413,37.701,50.206,26.868,59.281,40.448,36.514,53.464,56.175,34.957,60.162,27.034,67.72,21.844,67.042,23.403,49.415,50.585,60.547,6.321,97
"NY","New York","23","New York_23","NY 23","(I)","Reed, Thomas W., II","R","Unopposed",1,"114722",0.542167622122193,558030,34.178,65.302,68.284,30.926,67.178,31.957,49.884,16.435,50.34,17.757,58.416,19.557,59.223,11.837,70.077,9.578,62.461,11.001,75.978,23.323,60.975,38.77,54.869,45.831,33.142,66.312,85.734,13.843,81.378,18.539,23.921,75.688,54.791,34.694,77.181,22.579,50.311,23.033,71.569,12.874,54.545,36.016,55.514,25.727,62.751,37.339,39.007,52.206,60.131,31.382,64.233,24.507,69.947,19.044,70.877,20.633,53.44,46.56,64.297,5.85,31
"NY","New York","24","New York_24","NY 24","(I)","Katko, John M.","R","Unopposed",1,"113538",0.525651017172342,556656,32.872,66.796,70.014,29.076,67.22,30.901,52.972,15.632,51.111,16.879,58.816,17.137,58.33,10.664,70.429,9.628,62.66,10.632,76.009,21.972,61.818,36.048,57.55,39.842,32.262,65.964,86.133,12.605,82.923,15.433,22.897,76.628,54.595,34.681,77.406,21.61,47.304,22.296,70.925,11.671,57.238,33.677,55.376,26.338,62.651,37.023,38.322,52.924,59.475,32.52,64.054,24.283,71.142,17.898,72.006,19.259,51.917,48.083,66.385,5.47,48
"NY","New York","25 - FULL TERM","New York_25","NY 25",NA,"Morelle, Joseph D.","D","16245",0.457489650511138,"147979",0.589530579001925,566018,33.392,66.66,71.948,27.003,71.643,26.947,56.516,14.484,54.467,15.001,62.564,15.435,62.52,9.761,72.291,9.485,64.686,10.013,78.11,20.867,67.161,32.58,53.931,46.823,30.068,70.079,87.535,11.832,83.918,15.776,24.053,75.307,54.974,32.821,80.398,19.113,52.26,19.42,74.34,11.176,58.673,31.741,61.654,23.374,66.796,33.335,40.967,50.662,62.297,29.3,68.355,20.518,74.439,15.081,75.358,15.524,56.312,43.688,70.537,5.147,97
"NY","New York","26","New York_26","NY 26","(I)","Higgins, Brian","D","Unopposed",1,"156968",0.733390270654591,565378,34.508,65.162,73.268,25.731,70.629,28.474,56.709,14.032,54.232,14.375,63.045,14.541,62.955,8.154,73.309,7.576,66.09,9.034,79.171,19.528,68.347,29.82,54.122,46.124,31.431,68.136,87.903,11.166,85.233,13.842,22.672,76.697,58.688,31.508,80.324,18.777,55.631,17.696,76.328,8.579,58.063,31.705,59.516,23.511,67.104,32.662,43.845,45.509,63.356,27.539,67.387,20.725,74.046,15.052,75.004,15.675,57.779,42.221,70.219,4.96,97
"NY","New York","27","New York_27","NY 27","(I)","Collins, Christopher C.","R","Unopposed",1,"114506",0.491223273746933,570914,31.208,68.402,65.478,33.768,60.623,38.628,49.026,17.3,45.99,18.938,54.572,19.955,55.118,12.226,69.679,9.478,58.856,11.375,73.335,25.717,58.148,41.765,61.575,38.243,37.324,62.068,85.106,14.435,82.394,16.888,22.759,76.369,52.407,38.09,72.295,26.746,42.321,27.661,66.673,13.953,50.681,37.909,49.246,31.437,57.534,42.215,35.425,55.382,56.336,34.885,61.232,25.805,68.196,20.22,70.822,19.562,51.809,48.191,64.138,6.385,9
"NC","North Carolina","01","North Carolina_01","NC 01","(I)","Butterfield, G. K.","D","Unopposed",1,"190457",0.698476207939855,592440,32.757,67.235,72.985,25.737,71.004,28.01,59.954,12.284,58.61,13.518,63.992,14.709,64.891,9.218,70.483,10.459,64.407,11.12,76.38,22.538,67.965,31.243,54.807,44.763,32.157,67.295,87.135,11.861,83.769,15.302,20.445,78.825,59.448,30.297,80.988,18.165,58.308,17.161,73.16,8.587,59.236,30.101,59.934,19.025,64.056,35.957,44.893,41.833,62.273,23.494,66.388,18.194,70.909,14.535,72.069,15.87,60.94,39.059,67.147,4.602,93
